,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std,target,key
0,-365.9431764946718,150.53766943009285,-13.049926982481061,67.312866692835,17.26442408345329,-46.25547812471163,16.50996473283666,8.903303170258889,-25.142278470343307,5.240086162169542,-9.037486471058587,-6.966322364712633,0.046512844910224276,37.42591397090093,29.066925467069602,17.877090843502966,21.11221618380088,21.92559980126708,17.964055478039896,8.653456892608276,6.915339906926201,12.241702435361098,10.592919925752756,6.663740046132279,11.98113701333386,0.021908316500414166,-1.9776591183631864,1.9161843809754637,0.30062938551372753,-0.13807122506900796,-0.06795729414169584,-0.5379459565919615,0.978115680793688,0.07930941319731513,0.23613701466978262,-0.14626799072218755,0.4457374459671223,0.4997425346488392,-0.0014635361731052399,13.354130966858941,7.825580304707691,7.8281662479879985,8.109199505236042,6.467277272380595,9.6720497957406,6.652055214614617,4.046203980956047,6.5952263789886825,5.399020367060159,4.856829767667679,5.952485561117827,0.007503752136383298,-1.321819906662652,-0.4177602021563211,0.09166332441217763,-0.7270568211885232,-0.20029009130341816,0.14147991742664903,-0.2718549655804517,0.012487327232943228,0.5284394181488468,-0.5792248580073223,-0.3580599503746912,0.6705854278567516,-0.0005259305637862001,9.389315413979407,7.925443149983164,6.946504013188703,6.002475100258296,5.812813893152517,9.217686245640452,7.927431589678016,4.370319342618741,6.4091174980344805,6.26729805129143,5.4142352089116255,6.316701041075525,0.006709280278514263,0,baño_extractor.mp3
1,-326.1749974856129,197.7902202483843,-61.63247018379564,25.072995890270423,3.1840302708029933,-63.16067268014702,27.79173468991589,28.128485618667664,-18.13231499820878,3.6281091305020388,-0.7915514810442202,-3.3872528109622655,0.0467705154681907,31.63470406217321,11.8065383361711,29.119842435875526,14.420476382240707,17.322255295826984,15.076392477275908,13.478481863718013,17.42872239004776,10.909640528993608,6.885418431944419,4.614593194853093,4.556722359138187,0.018335781045775917,2.1269924672009353,-0.4930488338530381,-2.4825194497981147,0.15880587846259608,1.0062785602398652,1.697622006316684,1.8102613137796506,0.33206877133291,0.18943080426390946,0.4167480327838198,0.01689152230780233,-0.06812541668435768,-0.0006641560466960073,15.186708978856503,6.324159214790108,11.103123026099192,8.451313782118255,7.893613992645392,7.7209532595111865,4.659239616309123,8.005352639428285,6.0337593522089925,5.219370440245996,4.445926106948309,3.586020752880485,0.006943846795774887,-1.0858739642523878,-1.098637876682985,0.18089584547489063,0.7607144024434536,0.9533481422128124,1.1255178681872096,-0.4900493564625375,-0.9308497820126497,0.37627341081843363,0.3841641864248642,0.30259186421198797,0.13224442240057926,-0.0002496906866629918,11.7271386398594,6.090396597969158,8.915831175193276,7.284549493425243,6.291212310470472,8.113207316707461,4.888492987346842,6.09202751870817,5.518754733912139,6.026679872261841,5.345780068890524,4.292940381632331,0.003969618627534843,1,baño_extractor.mp3
2,-392.49725953357915,168.26591068584864,-17.02233947829454,67.4832755702178,14.294234881082858,-45.76509251845171,13.216531763699637,3.0730756351574513,-21.56024388178691,11.089774830266256,-14.562687090988721,-15.197187992991747,0.03319462220228854,27.245076211549865,24.160568138823784,13.98429962906718,9.626293138998426,6.622956388888438,16.737782182248164,10.937595351847358,7.32737715843955,12.164768866550867,7.092703372196278,7.39054291372338,7.100025062389599,0.008344628618112027,-2.426157395323705,3.9577430571760366,0.3174976498053595,-0.7669484097810539,0.44505765879238945,-1.2597432448476766,1.2209218168277878,0.12296996455294681,0.26349483042109956,-1.4474225356636687,0.5321746226048998,0.028304933962061928,-0.00026331767439842225,10.926226590138898,12.08694261465405,8.230157158779486,6.956057476698435,5.439951931335696,8.116108917055982,5.323782310582802,5.063228002655407,7.044741205199996,6.210622362711529,5.8065458730366615,5.525282474980634,0.00674882713927842,-1.1624866020020717,-2.334040622253086,-0.6534827130506023,-0.3368497212703452,-0.6815134314355479,-0.5223380460851533,-0.49006763683041465,0.28128005664718536,0.07972325886405965,0.10304072090799998,-0.33426837028125395,-0.5864936801470112,-0.0008205035211224305,9.565193426603294,7.2643634871519565,9.724801055352543,7.932600875789056,6.185136590284948,8.978172083703653,4.700105083346504,5.786976499171241,6.661955322751747,7.863374636839041,7.372234595473785,6.311703951403754,0.00895418765834415,2,baño_extractor.mp3
3,-365.58749500825985,157.64344548298567,-40.20865216903703,68.36651563663732,44.35199367725043,-50.76492521750883,6.394088310330585,5.301352600532579,-33.86145191505653,0.009805065001888033,-31.247849232359222,1.970435371182119,0.03304136285315389,44.85591766809194,21.64545530955944,20.48440447865907,27.741090242187777,20.71151933321844,14.003652443144373,22.30756554430305,7.181260139398958,12.867626153335832,9.408673014167652,5.841461377233747,7.3544322094218115,0.009797525511604349,-3.223154959334181,3.3029983041134403,0.05149528505774403,1.9949425841144004,0.5726068874178885,-0.42485763783483743,1.8088094313821999,-0.5789634557460946,1.8334785198845263,-0.7765630997271696,0.010771156505786195,-0.9320212047374394,-0.0004888347096063874,20.4677055805966,14.230420449919128,7.8142443748239945,9.765170443180008,9.60498640109938,7.762304633424084,7.714271838312186,6.133168475767046,4.18530975707303,4.871925830734258,4.608859110037562,4.5907006485876,0.003897248482816434,-3.3037749322896084,-2.538660885635425,0.5295075929891947,-0.77007035604437,-1.2862735063755903,0.3910798351423065,-0.13366967952366243,-0.6644790322139413,0.3661613350618276,0.34286992268215916,0.050283654821579864,0.6557171978968768,-0.0005362749631915774,19.182531835074748,8.823745545059033,6.839073163913063,7.686811527559249,7.312536046202638,10.28163022510255,8.7251202148677,6.764622471545056,4.794457579010451,5.415986468040774,6.610007284036963,4.34903489813509,0.0036051151722574395,3,baño_extractor.mp3
4,-377.4294697166975,179.85361732705545,-7.5618267128706105,53.470095970447616,10.678322351875485,-55.08248097703339,2.1323152333386983,8.962939743807445,-21.922823432725114,5.337893452396162,-15.218436193656869,-6.425947285319224,0.04639288217381195,51.50074445927991,29.310757857090888,10.24856373107298,18.350989658533084,10.548085755858185,33.69829086601884,9.628478952626253,8.9137913154269,11.217329720949662,6.132558507465603,8.828273540030692,5.50828496194965,0.020813356417016992,-4.670677931427292,1.5043797442372622,0.018185413980858857,0.44396349942133584,0.7586754056279627,2.1161861460941216,1.1935809913337927,-0.46187901440061674,1.1106556776528878,-0.03532508348726305,0.5846612549032435,-0.3322917237550446,-0.00025563579625808273,8.579969790363698,11.882484169747425,7.203552760364366,7.761727164590388,4.4913842481100055,7.720611184855561,6.351048629767513,4.614074256161154,4.823275900486815,5.156778217145929,5.141082888583211,4.749472717009414,0.007132304968685464,-0.9515066858408341,-1.525718320687668,-0.2692389383403602,-0.8040181292364008,0.48411391506434226,0.5934768060757325,-0.22066359789478476,-0.38695722344246497,0.2262872540720873,0.09137796963663561,0.2978777720321479,0.5482539801912312,-0.0006184332817792893,6.370058561599352,8.615735658672923,8.627534299169067,6.608137394492507,5.44359959270354,7.2063173575281105,8.207626825107765,5.115724852074929,6.500060461592104,5.820947709407659,6.205338373275765,5.791549051523432,0.00579327703929024,4,baño_extractor.mp3
5,-291.2030770285929,202.78204275233796,-88.42239455121005,31.390717083685235,18.303117200388524,-60.04783392868727,12.795878696145751,15.21913955379262,-23.125690529493006,5.063691222839397,-1.3305525265987685,0.806034432352835,0.052220009888211884,46.53658020604629,21.073880329554292,30.158702419761443,13.087348696206336,12.845397026234446,11.024986449580922,13.19154467725252,14.6860696654862,9.827586648737302,14.564229006880334,13.450688498076172,2.617375509815314,0.01862917276373879,0.17094311135104193,0.9056985928027785,-2.4061392538740534,0.5584019990233792,1.3298762869664404,0.9422340849546658,0.4479026613320903,-0.6706197765520032,1.1648574966719016,0.5747197407267375,0.7975326041597759,-0.1408385073920822,-0.0006874051876366138,23.26056928490989,13.978038466660745,14.689015220775138,6.129854780423477,4.34082014577454,6.48702105235583,5.449833011486058,4.877821148379929,4.478453795491009,6.223020696653937,5.8426135730341064,2.6454551323439124,0.006507669067125377,-3.5237511538986483,-2.2814879876910905,2.0231928171544835,0.4903994024294887,0.16111821905517756,0.7340208921682289,-0.5775845078937462,-0.5048186688055022,0.21615145614869985,0.5415085561687502,0.041939257890235324,-0.3274329629694823,-0.0007002367392966622,12.350454580162415,9.931628090104514,8.781478831765913,6.564489153895279,5.449203041815913,6.049998874877803,4.5313992397605904,3.5295534994045084,4.746950007118076,6.4806177975279144,5.822807498014498,3.918292121442279,0.004232624368556665,5,baño_extractor.mp3
6,-328.4790033612491,117.39476011180386,-44.73188674929673,96.73898802605414,31.71106654542424,-47.028467069252,-19.19260669865267,2.743053420156221,-38.083904106886784,13.020064321193374,-30.32199504034314,2.7984769323258685,0.034336541313678026,57.83912759063892,28.477221881593916,25.130969903337835,21.832561971275634,9.630976090848172,18.83000708620647,17.67029799248729,4.77717362861375,11.017486874172219,7.863210735146217,10.24908248294119,7.1579918449278335,0.012941372246411748,-7.680733621112515,9.424819545541732,-5.697413446779251,4.322796333077637,0.47441114284435054,-3.3843110952432522,4.264965019286634,-0.8146172573073879,3.062370589844424,-1.3105427792509385,1.6059286603642056,-0.15097575105704186,-0.0004347898066043854,26.679252159040065,14.604839454969541,14.338438051416873,12.574264088590356,7.546877939191182,10.752401138008718,5.952356339532654,6.1247719445774,4.241588922239046,4.855629443216285,5.97692543281456,6.38269068730369,0.0069752629839748065,-5.632019346117863,-4.493316216676963,2.708163642420834,-3.247979102545299,-2.3761453542017215,1.555061665740448,-0.35976641141195714,-0.13532896491647267,0.4940418189331412,-1.28878251702147,1.4189375584221733,1.1453592801585377,-0.0007149005308747291,15.53634207242357,13.368247341446176,9.561689740843207,10.729867884893112,6.346938064978525,11.347010209797245,6.713932733206015,9.757520411388628,5.148840740329235,6.2003082143759665,5.083510046283608,8.982662847868285,0.004189996542491464,6,baño_extractor.mp3
7,-326.1914127728522,133.58437672796038,-41.38511352558202,45.70000992760001,20.48360172750905,-36.26722425138914,-19.367799097935904,7.6706112398129465,-45.06548603833528,17.232851004420205,-14.884005661780586,3.7674487737478,0.03293701936490834,49.81084461018692,81.26853808768135,35.11590073064492,17.343614675570436,19.079367740043118,24.708116619465784,27.820494240573826,16.931228837622122,11.05550697500307,8.831428993250254,17.738122409010185,6.756816677843518,0.013910664240219245,-0.03683253278429378,8.979612303362275,-2.983486958143773,1.918274779553404,1.7768212122054643,-1.3816938189160293,2.9526263534441135,-1.7231393632308354,1.6675637886557326,0.36976641674110533,1.545582002538767,1.0603828259913166,-0.00012088340261708136,28.411074178011834,24.21533104454489,17.07836896691332,9.971208567289347,9.366930747226363,9.962555431572486,6.87708929921266,6.398372698573644,7.905918128045177,6.882230863538688,9.05968644212077,5.343231689541064,0.006852990311308402,-0.5195298000455982,-0.02863065260323726,0.3784238434443585,0.37936182446315636,0.15317535612049696,0.503766838178515,0.36748542092119973,-0.0959554602346747,0.6372997301853413,-0.19313992548124953,0.632262441360019,0.02355701084408154,2.9018318111246284e-06,24.688143988991655,23.54949829067185,18.843630728253842,12.020911405003618,9.940731961534105,9.605186710600627,7.636361314467244,6.82030446565215,9.353232797592385,8.29942338713745,11.969158772603334,7.642169028836115,0.006532588710111422,7,baño_extractor.mp3
8,-304.3167156331134,130.19210164724643,-67.64960378109575,103.07585431307697,43.181329657195064,-79.38867046641559,-4.245769278839806,4.431562157629994,-31.968308372289115,8.95675677318453,-34.82658701443456,14.60278064253047,0.05652011496325334,52.898770246872246,11.591133764005582,25.551451007620095,15.093916546320042,12.671699506903133,15.663960182773742,18.357446278482016,6.354913798273934,9.995401108324218,8.233187162082473,4.452921578546908,2.094430278157334,0.02993012512799034,-1.0290240517054685,1.9929457013183614,3.241168977157572,2.0616383166207632,0.08753484841688486,1.9894670113161936,2.3524752803970284,0.7937570438342647,-0.4196869071651953,-0.4180538184761326,-0.0785860182674407,0.04455777060016253,-0.00024269050096764285,23.54050329997545,8.45945811119,8.264167054079747,5.529390106254068,5.722521029494247,9.260351223708087,6.812006065239037,5.865169647157567,7.259374519687862,3.829791662320169,4.085379868851872,2.45081192960766,0.012866963278628954,-3.4908669349557115,-1.6332345911521617,0.10725065723951177,-0.5152561133459388,-0.7381782777349755,2.716385027119759,0.912735754885344,-0.5269917326536075,0.27201846103674265,-0.8305410041303826,1.1366210175001679,0.030657478949630224,-0.0008671277901157737,10.905930294485065,6.437265516334403,8.087182940943245,6.177073686069385,3.909446414774584,9.850645308876139,7.625582360970326,6.9588694268858635,8.822320954891238,3.283959028568029,4.599256063960703,4.01698406711056,0.009132900873910384,8,baño_extractor.mp3
9,-352.2519896661961,152.57309391827084,-72.47328075977872,63.6569212428741,43.02885462753874,-49.07383175419443,10.461169865214965,7.309799178679524,-25.904331054646196,19.721494204025124,-16.03625422949763,5.159776940811409,0.029876007155204814,43.27556404949895,10.982534353526354,27.152368333041327,18.176501159422788,6.462431565276556,12.964053400463335,9.75497031943128,8.435966565048117,14.403102731591712,19.142336978614647,6.086099068106391,14.307853530881339,0.007955615392971455,1.9539258623895954,-1.2349741591754095,-1.102880192132174,1.3486690654977995,0.16141976450446024,-0.6588202521144051,0.2919265579681468,-0.1281299326384903,0.2231283182879473,0.574371861800618,0.19044772481045327,1.5442377943998336,-0.00035403045299260515,17.495954241001478,4.8632395164138575,9.488753929859113,6.395725961964558,5.9567585361005415,7.5808760240260025,7.190627014008436,6.420212399761405,7.669322121320061,10.062666537570145,5.022442178489894,6.590084941199087,0.002691969166179534,-0.7285737128594111,0.09430019047397696,1.001809479977604,-0.22392359273870646,-0.29991966798828107,0.6128091717244432,0.26114738511397984,0.09991488324839501,-0.08557276948954189,-0.31882369531045374,0.17926383799745757,0.2987395981016467,9.641754017634825e-05,14.643752288283993,7.034185148852574,7.657558835555054,7.063762159260192,7.5574942647599785,9.068057487433983,8.039297999906886,7.831498017135197,8.455987046210458,9.543387947715061,6.531560606724268,8.133958095737162,0.002076650968869675,9,baño_extractor.mp3
